id: 1, arrivalTime: Aug 30 00:15:52 CDT 2017, serviceDuration: 30, priority: 1, serviceStartTime: Aug 30 00:15:52 CDT 2017, serviceEndTime: Aug 30 00:45:52 CDT 2017, timeInQueue: 00:00:00, timeInSystem: 00:30:00
id: 19, arrivalTime: Aug 30 13:53:36 CDT 2017, serviceDuration: 60, priority: 2, serviceStartTime: Aug 30 14:42:21 CDT 2017, serviceEndTime: Aug 30 15:42:21 CDT 2017, timeInQueue: 00:48:45, timeInSystem: 01:48:45
id: 24, arrivalTime: Aug 30 14:35:53 CDT 2017, serviceDuration: 40, priority: 2, serviceStartTime: Aug 30 14:45:24 CDT 2017, serviceEndTime: Aug 30 15:25:24 CDT 2017, timeInQueue: 00:09:31, timeInSystem: 00:49:31
id: 20, arrivalTime: Aug 30 14:06:29 CDT 2017, serviceDuration: 80, priority: 1, serviceStartTime: Aug 30 15:25:24 CDT 2017, serviceEndTime: Aug 30 16:45:24 CDT 2017, timeInQueue: 01:18:55, timeInSystem: 02:38:55
id: 21, arrivalTime: Aug 30 14:24:12 CDT 2017, serviceDuration: 90, priority: 1, serviceStartTime: Aug 30 15:42:21 CDT 2017, serviceEndTime: Aug 30 17:12:21 CDT 2017, timeInQueue: 01:18:09, timeInSystem: 02:48:09
id: 22, arrivalTime: Aug 30 14:26:15 CDT 2017, serviceDuration: 155, priority: 1, serviceStartTime: Aug 30 16:45:24 CDT 2017, serviceEndTime: Aug 30 19:20:24 CDT 2017, timeInQueue: 02:19:09, timeInSystem: 04:54:09
id: 23, arrivalTime: Aug 30 14:27:52 CDT 2017, serviceDuration: 30, priority: 1, serviceStartTime: Aug 30 17:02:36 CDT 2017, serviceEndTime: Aug 30 17:32:36 CDT 2017, timeInQueue: 02:34:44, timeInSystem: 03:04:44
id: 25, arrivalTime: Aug 30 15:00:12 CDT 2017, serviceDuration: 50, priority: 1, serviceStartTime: Aug 30 17:12:21 CDT 2017, serviceEndTime: Aug 30 18:02:21 CDT 2017, timeInQueue: 02:12:09, timeInSystem: 03:02:09
id: 26, arrivalTime: Aug 30 15:59:18 CDT 2017, serviceDuration: 100, priority: 1, serviceStartTime: Aug 30 17:32:36 CDT 2017, serviceEndTime: Aug 30 19:12:36 CDT 2017, timeInQueue: 01:33:18, timeInSystem: 03:13:18
id: 27, arrivalTime: Aug 30 16:45:51 CDT 2017, serviceDuration: 80, priority: 1, serviceStartTime: Aug 30 18:02:21 CDT 2017, serviceEndTime: Aug 30 19:22:21 CDT 2017, timeInQueue: 01:16:30, timeInSystem: 02:36:30
id: 28, arrivalTime: Aug 30 16:47:15 CDT 2017, serviceDuration: 90, priority: 1, serviceStartTime: Aug 30 19:12:36 CDT 2017, serviceEndTime: Aug 30 20:42:36 CDT 2017, timeInQueue: 02:25:21, timeInSystem: 03:55:21
id: 29, arrivalTime: Aug 30 16:48:17 CDT 2017, serviceDuration: 100, priority: 1, serviceStartTime: Aug 30 19:20:24 CDT 2017, serviceEndTime: Aug 30 21:00:24 CDT 2017, timeInQueue: 02:32:07, timeInSystem: 04:12:07
id: 30, arrivalTime: Aug 30 17:39:35 CDT 2017, serviceDuration: 60, priority: 1, serviceStartTime: Aug 30 19:22:21 CDT 2017, serviceEndTime: Aug 30 20:22:21 CDT 2017, timeInQueue: 01:42:46, timeInSystem: 02:42:46
id: 31, arrivalTime: Aug 30 20:02:47 CDT 2017, serviceDuration: 30, priority: 1, serviceStartTime: Aug 30 20:22:21 CDT 2017, serviceEndTime: Aug 30 20:52:21 CDT 2017, timeInQueue: 00:19:34, timeInSystem: 00:49:34
id: 32, arrivalTime: Aug 30 20:05:25 CDT 2017, serviceDuration: 40, priority: 1, serviceStartTime: Aug 30 20:42:36 CDT 2017, serviceEndTime: Aug 30 21:22:36 CDT 2017, timeInQueue: 00:37:11, timeInSystem: 01:17:11
id: 33, arrivalTime: Aug 30 20:10:45 CDT 2017, serviceDuration: 50, priority: 1, serviceStartTime: Aug 30 20:52:21 CDT 2017, serviceEndTime: Aug 30 21:42:21 CDT 2017, timeInQueue: 00:41:36, timeInSystem: 01:31:36
id: 34, arrivalTime: Aug 30 20:18:51 CDT 2017, serviceDuration: 100, priority: 1, serviceStartTime: Aug 30 21:00:24 CDT 2017, serviceEndTime: Aug 30 22:40:24 CDT 2017, timeInQueue: 00:41:33, timeInSystem: 02:21:33
id: 35, arrivalTime: Aug 30 20:46:36 CDT 2017, serviceDuration: 80, priority: 1, serviceStartTime: Aug 30 21:22:36 CDT 2017, serviceEndTime: Aug 30 22:42:36 CDT 2017, timeInQueue: 00:36:00, timeInSystem: 01:56:00
id: 36, arrivalTime: Aug 30 20:48:34 CDT 2017, serviceDuration: 90, priority: 1, serviceStartTime: Aug 30 21:42:21 CDT 2017, serviceEndTime: Aug 30 23:12:21 CDT 2017, timeInQueue: 00:53:47, timeInSystem: 02:23:47
id: 37, arrivalTime: Aug 30 21:01:39 CDT 2017, serviceDuration: 100, priority: 1, serviceStartTime: Aug 30 22:40:24 CDT 2017, serviceEndTime: Aug 31 00:20:24 CDT 2017, timeInQueue: 01:38:45, timeInSystem: 03:18:45
id: 38, arrivalTime: Aug 30 21:46:42 CDT 2017, serviceDuration: 60, priority: 1, serviceStartTime: Aug 30 22:42:36 CDT 2017, serviceEndTime: Aug 30 23:42:36 CDT 2017, timeInQueue: 00:55:54, timeInSystem: 01:55:54
id: 39, arrivalTime: Aug 30 22:41:09 CDT 2017, serviceDuration: 80, priority: 1, serviceStartTime: Aug 30 23:12:21 CDT 2017, serviceEndTime: Aug 31 00:32:21 CDT 2017, timeInQueue: 00:31:12, timeInSystem: 01:51:12
id: 40, arrivalTime: Aug 30 23:03:55 CDT 2017, serviceDuration: 90, priority: 1, serviceStartTime: Aug 30 23:42:36 CDT 2017, serviceEndTime: Aug 31 01:12:36 CDT 2017, timeInQueue: 00:38:41, timeInSystem: 02:08:41
