id: 1, arrivalTime: Aug 27 03:22:41 CDT 2017, serviceDuration: 40, priority: 1, serviceStartTime: Aug 27 03:22:41 CDT 2017, serviceEndTime: Aug 27 04:02:41 CDT 2017, timeInQueue: 00:00:00, timeInSystem: 00:40:00
id: 1, arrivalTime: Aug 29 00:02:26 CDT 2017, serviceDuration: 30, priority: 1, serviceStartTime: Aug 29 00:02:26 CDT 2017, serviceEndTime: Aug 29 00:32:26 CDT 2017, timeInQueue: 00:00:00, timeInSystem: 00:30:00
id: 2, arrivalTime: Aug 29 00:15:44 CDT 2017, serviceDuration: 80, priority: 1, serviceStartTime: Aug 29 00:15:44 CDT 2017, serviceEndTime: Aug 29 01:35:44 CDT 2017, timeInQueue: 00:00:00, timeInSystem: 01:20:00
id: 3, arrivalTime: Aug 29 00:17:17 CDT 2017, serviceDuration: 50, priority: 2, serviceStartTime: Aug 29 00:32:26 CDT 2017, serviceEndTime: Aug 29 01:22:26 CDT 2017, timeInQueue: 00:15:09, timeInSystem: 01:05:09
id: 9, arrivalTime: Aug 29 00:34:40 CDT 2017, serviceDuration: 30, priority: 2, serviceStartTime: Aug 29 01:22:26 CDT 2017, serviceEndTime: Aug 29 01:52:26 CDT 2017, timeInQueue: 00:47:46, timeInSystem: 01:17:46
id: 14, arrivalTime: Aug 29 00:55:38 CDT 2017, serviceDuration: 90, priority: 2, serviceStartTime: Aug 29 01:35:44 CDT 2017, serviceEndTime: Aug 29 03:05:44 CDT 2017, timeInQueue: 00:40:06, timeInSystem: 02:10:06
id: 4, arrivalTime: Aug 29 00:21:03 CDT 2017, serviceDuration: 50, priority: 1, serviceStartTime: Aug 29 01:52:26 CDT 2017, serviceEndTime: Aug 29 02:42:26 CDT 2017, timeInQueue: 01:31:23, timeInSystem: 02:21:23
id: 5, arrivalTime: Aug 29 00:25:45 CDT 2017, serviceDuration: 155, priority: 1, serviceStartTime: Aug 29 03:42:26 CDT 2017, serviceEndTime: Aug 29 06:17:26 CDT 2017, timeInQueue: 03:16:41, timeInSystem: 05:51:41
id: 6, arrivalTime: Aug 29 00:26:37 CDT 2017, serviceDuration: 100, priority: 1, serviceStartTime: Aug 29 04:35:44 CDT 2017, serviceEndTime: Aug 29 06:15:44 CDT 2017, timeInQueue: 04:09:07, timeInSystem: 05:49:07
id: 7, arrivalTime: Aug 29 00:27:56 CDT 2017, serviceDuration: 40, priority: 1, serviceStartTime: Aug 29 06:15:44 CDT 2017, serviceEndTime: Aug 29 06:55:44 CDT 2017, timeInQueue: 05:47:48, timeInSystem: 06:27:48
id: 8, arrivalTime: Aug 29 00:32:51 CDT 2017, serviceDuration: 100, priority: 1, serviceStartTime: Aug 29 06:17:26 CDT 2017, serviceEndTime: Aug 29 07:57:26 CDT 2017, timeInQueue: 05:44:35, timeInSystem: 07:24:35
id: 10, arrivalTime: Aug 29 00:40:17 CDT 2017, serviceDuration: 60, priority: 1, serviceStartTime: Aug 29 06:55:44 CDT 2017, serviceEndTime: Aug 29 07:55:44 CDT 2017, timeInQueue: 06:15:27, timeInSystem: 07:15:27
id: 11, arrivalTime: Aug 29 00:41:09 CDT 2017, serviceDuration: 90, priority: 1, serviceStartTime: Aug 29 07:55:44 CDT 2017, serviceEndTime: Aug 29 09:25:44 CDT 2017, timeInQueue: 07:14:35, timeInSystem: 08:44:35
id: 12, arrivalTime: Aug 29 00:41:50 CDT 2017, serviceDuration: 60, priority: 1, serviceStartTime: Aug 29 07:57:26 CDT 2017, serviceEndTime: Aug 29 08:57:26 CDT 2017, timeInQueue: 07:15:36, timeInSystem: 08:15:36
id: 13, arrivalTime: Aug 29 00:42:14 CDT 2017, serviceDuration: 80, priority: 1, serviceStartTime: Aug 29 08:57:26 CDT 2017, serviceEndTime: Aug 29 10:17:26 CDT 2017, timeInQueue: 08:15:12, timeInSystem: 09:35:12
id: 15, arrivalTime: Aug 29 01:04:36 CDT 2017, serviceDuration: 100, priority: 1, serviceStartTime: Aug 29 09:25:44 CDT 2017, serviceEndTime: Aug 29 11:05:44 CDT 2017, timeInQueue: 08:21:08, timeInSystem: 10:01:08
id: 16, arrivalTime: Aug 29 01:06:31 CDT 2017, serviceDuration: 60, priority: 1, serviceStartTime: Aug 29 10:17:26 CDT 2017, serviceEndTime: Aug 29 11:17:26 CDT 2017, timeInQueue: 09:10:55, timeInSystem: 10:10:55
id: 17, arrivalTime: Aug 29 01:18:31 CDT 2017, serviceDuration: 155, priority: 1, serviceStartTime: Aug 29 11:05:44 CDT 2017, serviceEndTime: Aug 29 13:40:44 CDT 2017, timeInQueue: 09:47:13, timeInSystem: 12:22:13
id: 18, arrivalTime: Aug 29 01:52:14 CDT 2017, serviceDuration: 100, priority: 1, serviceStartTime: Aug 29 11:17:26 CDT 2017, serviceEndTime: Aug 29 12:57:26 CDT 2017, timeInQueue: 09:25:12, timeInSystem: 11:05:12
id: 19, arrivalTime: Aug 29 01:57:01 CDT 2017, serviceDuration: 40, priority: 1, serviceStartTime: Aug 29 12:57:26 CDT 2017, serviceEndTime: Aug 29 13:37:26 CDT 2017, timeInQueue: 11:00:25, timeInSystem: 11:40:25
id: 20, arrivalTime: Aug 29 02:04:18 CDT 2017, serviceDuration: 60, priority: 2, serviceStartTime: Aug 29 02:42:26 CDT 2017, serviceEndTime: Aug 29 03:42:26 CDT 2017, timeInQueue: 00:38:08, timeInSystem: 01:38:08
id: 21, arrivalTime: Aug 29 02:34:36 CDT 2017, serviceDuration: 80, priority: 1, serviceStartTime: Aug 29 13:37:26 CDT 2017, serviceEndTime: Aug 29 14:57:26 CDT 2017, timeInQueue: 11:02:50, timeInSystem: 12:22:50
id: 22, arrivalTime: Aug 29 02:58:10 CDT 2017, serviceDuration: 80, priority: 1, serviceStartTime: Aug 29 13:40:44 CDT 2017, serviceEndTime: Aug 29 15:00:44 CDT 2017, timeInQueue: 10:42:34, timeInSystem: 12:02:34
id: 23, arrivalTime: Aug 29 03:00:53 CDT 2017, serviceDuration: 90, priority: 2, serviceStartTime: Aug 29 03:05:44 CDT 2017, serviceEndTime: Aug 29 04:35:44 CDT 2017, timeInQueue: 00:04:51, timeInSystem: 01:34:51
id: 24, arrivalTime: Aug 29 04:13:08 CDT 2017, serviceDuration: 100, priority: 1, serviceStartTime: Aug 29 14:57:26 CDT 2017, serviceEndTime: Aug 29 16:37:26 CDT 2017, timeInQueue: 10:44:18, timeInSystem: 12:24:18
id: 25, arrivalTime: Aug 29 06:53:39 CDT 2017, serviceDuration: 80, priority: 1, serviceStartTime: Aug 29 15:00:44 CDT 2017, serviceEndTime: Aug 29 16:20:44 CDT 2017, timeInQueue: 08:07:05, timeInSystem: 09:27:05
id: 26, arrivalTime: Aug 29 08:57:57 CDT 2017, serviceDuration: 90, priority: 1, serviceStartTime: Aug 29 16:20:44 CDT 2017, serviceEndTime: Aug 29 17:50:44 CDT 2017, timeInQueue: 07:22:47, timeInSystem: 08:52:47
id: 27, arrivalTime: Aug 29 11:32:34 CDT 2017, serviceDuration: 100, priority: 1, serviceStartTime: Aug 29 16:37:26 CDT 2017, serviceEndTime: Aug 29 18:17:26 CDT 2017, timeInQueue: 05:04:52, timeInSystem: 06:44:52
id: 28, arrivalTime: Aug 29 12:02:55 CDT 2017, serviceDuration: 100, priority: 1, serviceStartTime: Aug 29 17:50:44 CDT 2017, serviceEndTime: Aug 29 19:30:44 CDT 2017, timeInQueue: 05:47:49, timeInSystem: 07:27:49
id: 29, arrivalTime: Aug 29 12:05:51 CDT 2017, serviceDuration: 80, priority: 1, serviceStartTime: Aug 29 18:17:26 CDT 2017, serviceEndTime: Aug 29 19:37:26 CDT 2017, timeInQueue: 06:11:35, timeInSystem: 07:31:35
id: 30, arrivalTime: Aug 29 12:54:03 CDT 2017, serviceDuration: 60, priority: 1, serviceStartTime: Aug 29 19:30:44 CDT 2017, serviceEndTime: Aug 29 20:30:44 CDT 2017, timeInQueue: 06:36:41, timeInSystem: 07:36:41
id: 31, arrivalTime: Aug 29 12:55:04 CDT 2017, serviceDuration: 100, priority: 1, serviceStartTime: Aug 29 19:37:26 CDT 2017, serviceEndTime: Aug 29 21:17:26 CDT 2017, timeInQueue: 06:42:22, timeInSystem: 08:22:22
id: 32, arrivalTime: Aug 29 20:17:59 CDT 2017, serviceDuration: 50, priority: 1, serviceStartTime: Aug 29 20:30:44 CDT 2017, serviceEndTime: Aug 29 21:20:44 CDT 2017, timeInQueue: 00:12:45, timeInSystem: 01:02:45
id: 33, arrivalTime: Aug 29 20:46:10 CDT 2017, serviceDuration: 40, priority: 1, serviceStartTime: Aug 29 21:17:26 CDT 2017, serviceEndTime: Aug 29 21:57:26 CDT 2017, timeInQueue: 00:31:16, timeInSystem: 01:11:16
id: 34, arrivalTime: Aug 29 21:04:38 CDT 2017, serviceDuration: 90, priority: 1, serviceStartTime: Aug 29 21:20:44 CDT 2017, serviceEndTime: Aug 29 22:50:44 CDT 2017, timeInQueue: 00:16:06, timeInSystem: 01:46:06
id: 35, arrivalTime: Aug 29 23:58:57 CDT 2017, serviceDuration: 30, priority: 1, serviceStartTime: Aug 29 23:58:57 CDT 2017, serviceEndTime: Aug 30 00:28:57 CDT 2017, timeInQueue: 00:00:00, timeInSystem: 00:30:00
id: 36, arrivalTime: Aug 29 23:59:47 CDT 2017, serviceDuration: 90, priority: 2, serviceStartTime: Aug 29 23:59:47 CDT 2017, serviceEndTime: Aug 30 01:29:47 CDT 2017, timeInQueue: 00:00:00, timeInSystem: 01:30:00
id: 1, arrivalTime: Aug 30 00:15:52 CDT 2017, serviceDuration: 30, priority: 1, serviceStartTime: Aug 30 00:28:57 CDT 2017, serviceEndTime: Aug 30 00:58:57 CDT 2017, timeInQueue: 00:13:05, timeInSystem: 00:43:05
id: 2, arrivalTime: Aug 30 03:29:10 CDT 2017, serviceDuration: 40, priority: 1, serviceStartTime: Aug 30 03:29:10 CDT 2017, serviceEndTime: Aug 30 04:09:10 CDT 2017, timeInQueue: 00:00:00, timeInSystem: 00:40:00
id: 3, arrivalTime: Aug 30 06:59:32 CDT 2017, serviceDuration: 50, priority: 1, serviceStartTime: Aug 30 06:59:32 CDT 2017, serviceEndTime: Aug 30 07:49:32 CDT 2017, timeInQueue: 00:00:00, timeInSystem: 00:50:00
id: 4, arrivalTime: Aug 30 07:12:36 CDT 2017, serviceDuration: 100, priority: 1, serviceStartTime: Aug 30 07:12:36 CDT 2017, serviceEndTime: Aug 30 08:52:36 CDT 2017, timeInQueue: 00:00:00, timeInSystem: 01:40:00
id: 5, arrivalTime: Aug 30 07:18:59 CDT 2017, serviceDuration: 80, priority: 1, serviceStartTime: Aug 30 07:49:32 CDT 2017, serviceEndTime: Aug 30 09:09:32 CDT 2017, timeInQueue: 00:30:33, timeInSystem: 01:50:33
id: 6, arrivalTime: Aug 30 07:31:17 CDT 2017, serviceDuration: 90, priority: 1, serviceStartTime: Aug 30 08:52:36 CDT 2017, serviceEndTime: Aug 30 10:22:36 CDT 2017, timeInQueue: 01:21:19, timeInSystem: 02:51:19
id: 7, arrivalTime: Aug 30 07:45:38 CDT 2017, serviceDuration: 100, priority: 1, serviceStartTime: Aug 30 09:09:32 CDT 2017, serviceEndTime: Aug 30 10:49:32 CDT 2017, timeInQueue: 01:23:54, timeInSystem: 03:03:54
id: 8, arrivalTime: Aug 30 09:51:42 CDT 2017, serviceDuration: 60, priority: 1, serviceStartTime: Aug 30 10:22:36 CDT 2017, serviceEndTime: Aug 30 11:22:36 CDT 2017, timeInQueue: 00:30:54, timeInSystem: 01:30:54
id: 9, arrivalTime: Aug 30 09:58:51 CDT 2017, serviceDuration: 80, priority: 1, serviceStartTime: Aug 30 10:49:32 CDT 2017, serviceEndTime: Aug 30 12:09:32 CDT 2017, timeInQueue: 00:50:41, timeInSystem: 02:10:41
id: 10, arrivalTime: Aug 30 10:38:22 CDT 2017, serviceDuration: 90, priority: 1, serviceStartTime: Aug 30 11:52:36 CDT 2017, serviceEndTime: Aug 30 13:22:36 CDT 2017, timeInQueue: 01:14:14, timeInSystem: 02:44:14
id: 11, arrivalTime: Aug 30 10:58:30 CDT 2017, serviceDuration: 155, priority: 1, serviceStartTime: Aug 30 12:09:32 CDT 2017, serviceEndTime: Aug 30 14:44:32 CDT 2017, timeInQueue: 01:11:02, timeInSystem: 03:46:02
id: 12, arrivalTime: Aug 30 11:04:18 CDT 2017, serviceDuration: 30, priority: 2, serviceStartTime: Aug 30 11:22:36 CDT 2017, serviceEndTime: Aug 30 11:52:36 CDT 2017, timeInQueue: 00:18:18, timeInSystem: 00:48:18
id: 13, arrivalTime: Aug 30 11:39:33 CDT 2017, serviceDuration: 40, priority: 1, serviceStartTime: Aug 30 13:22:36 CDT 2017, serviceEndTime: Aug 30 14:02:36 CDT 2017, timeInQueue: 01:43:03, timeInSystem: 02:23:03
id: 14, arrivalTime: Aug 30 12:11:32 CDT 2017, serviceDuration: 50, priority: 1, serviceStartTime: Aug 30 14:02:36 CDT 2017, serviceEndTime: Aug 30 14:52:36 CDT 2017, timeInQueue: 01:51:04, timeInSystem: 02:41:04
id: 15, arrivalTime: Aug 30 13:05:24 CDT 2017, serviceDuration: 100, priority: 1, serviceStartTime: Aug 30 14:52:36 CDT 2017, serviceEndTime: Aug 30 16:32:36 CDT 2017, timeInQueue: 01:47:12, timeInSystem: 03:27:12
id: 16, arrivalTime: Aug 30 13:22:21 CDT 2017, serviceDuration: 80, priority: 1, serviceStartTime: Aug 30 16:32:36 CDT 2017, serviceEndTime: Aug 30 17:52:36 CDT 2017, timeInQueue: 03:10:15, timeInSystem: 04:30:15
id: 17, arrivalTime: Aug 30 13:52:36 CDT 2017, serviceDuration: 90, priority: 1, serviceStartTime: Aug 30 17:52:36 CDT 2017, serviceEndTime: Aug 30 19:22:36 CDT 2017, timeInQueue: 04:00:00, timeInSystem: 05:30:00
id: 18, arrivalTime: Aug 30 13:53:00 CDT 2017, serviceDuration: 100, priority: 1, serviceStartTime: Aug 30 18:59:32 CDT 2017, serviceEndTime: Aug 30 20:39:32 CDT 2017, timeInQueue: 05:06:32, timeInSystem: 06:46:32
id: 19, arrivalTime: Aug 30 13:53:36 CDT 2017, serviceDuration: 60, priority: 1, serviceStartTime: Aug 30 19:22:36 CDT 2017, serviceEndTime: Aug 30 20:22:36 CDT 2017, timeInQueue: 05:29:00, timeInSystem: 06:29:00
id: 22, arrivalTime: Aug 30 14:26:15 CDT 2017, serviceDuration: 155, priority: 2, serviceStartTime: Aug 30 14:44:32 CDT 2017, serviceEndTime: Aug 30 17:19:32 CDT 2017, timeInQueue: 00:18:17, timeInSystem: 02:53:17
id: 20, arrivalTime: Aug 30 14:06:29 CDT 2017, serviceDuration: 80, priority: 1, serviceStartTime: Aug 30 20:39:32 CDT 2017, serviceEndTime: Aug 30 21:59:32 CDT 2017, timeInQueue: 06:33:03, timeInSystem: 07:53:03
id: 21, arrivalTime: Aug 30 14:24:12 CDT 2017, serviceDuration: 90, priority: 1, serviceStartTime: Aug 30 21:59:32 CDT 2017, serviceEndTime: Aug 30 23:29:32 CDT 2017, timeInQueue: 07:35:20, timeInSystem: 09:05:20
